Manufacturer,NHTSACampaignNumber,parkIt,parkOutSide,overTheAirUpdate,NHTSAActionNumber,ReportReceivedDate,Component,Summary,Consequence,Remedy,Notes,ModelYear,Make,Model,_query_make,_query_model,_query_year,report_date_iso
Hyundai Motor America,20V213000,False,False,False,,09/04/2020,ELECTRICAL SYSTEM:SOFTWARE,Hyundai Motor America (Hyundai) is recalling certain 2020 Nexo and Sonata vehicles.  The Remote Smart Parking Assist (RSPA) software may fail to prevent vehicle movement upon detection of an RSPA system malfunction.,Unintended vehicle movement increases the risk of a crash.,"Hyundai will notify owners, and dealers will reprogram the RSPA software, free of charge.  The recall began June 3, 2020.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 191.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,NEXO,HYUNDAI,NEXO,2020,2020-04-09
Hyundai Motor America,20V748000,False,False,False,,01/12/2020,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE","Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Nexo Fuel Cell and 2019-2021 Kona Electric vehicles.  The Integrated Electronic Brake (IEB) system may detect an abnormal sensor signal and as a result, may significantly reduce braking performance.","Reduced braking power could lengthen the distance required to stop the vehicle, increasing the risk of a crash.","Hyundai will notify owners, and dealers will update the IEB software, free of charge.  The recall began January 25, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 199.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,NEXO,HYUNDAI,NEXO,2020,2020-12-01
Hyundai Motor America,22V258000,False,True,False,,14/04/2022,"FUEL SYSTEM, OTHER:DELIVERY",Hyundai Motor America (Hyundai) is recalling certain 2019-2021 Nexo vehicles.  The hydrogen gas detection sensors may fail to detect leaks in the hydrogen gas delivery system.,A hydrogen gas leak can increase the risk of a fire while parked or driving.,"Owners are advised to park their vehicles outside and away from structures until the recall remedy is completed.  Dealers will replace the hydrogen gas detection sensors, free of charge.  Owner notification letters were mailed August 12, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 225.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,NEXO,HYUNDAI,NEXO,2020,2022-04-14
Hyundai Motor America,24V761000,False,True,False,,11/10/2024,"FUEL SYSTEM, OTHER:STORAGE:TANK ASSEMBLY:PRESSURE RELIEF DEVICES","Hyundai Motor America (Hyundai) is recalling certain 2019-2024 Nexo vehicles.  The thermally activated pressure relief device (TPRD) may break and cause a hydrogen gas leak, which can result in a fire while parked.",A vehicle fire increases the risk of injury.,"Owners are advised to park outside and away from structures until the recall remedy is completed.  Dealers will replace the TPRD, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed November 8, 2024.  Final owner notification letters will be mailed in phases, beginning January 6, 2025.  Owners may contact Hyundai Customer Service at 800-633-5151.  Hyundai's number for this recall is 269.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2020,HYUNDAI,NEXO,HYUNDAI,NEXO,2020,2024-10-11
Hyundai Motor America,22V258000,False,True,False,,14/04/2022,"FUEL SYSTEM, OTHER:DELIVERY",Hyundai Motor America (Hyundai) is recalling certain 2019-2021 Nexo vehicles.  The hydrogen gas detection sensors may fail to detect leaks in the hydrogen gas delivery system.,A hydrogen gas leak can increase the risk of a fire while parked or driving.,"Owners are advised to park their vehicles outside and away from structures until the recall remedy is completed.  Dealers will replace the hydrogen gas detection sensors, free of charge.  Owner notification letters were mailed August 12, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 225.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,NEXO,HYUNDAI,NEXO,2021,2022-04-14
Hyundai Motor America,24V761000,False,True,False,,11/10/2024,"FUEL SYSTEM, OTHER:STORAGE:TANK ASSEMBLY:PRESSURE RELIEF DEVICES","Hyundai Motor America (Hyundai) is recalling certain 2019-2024 Nexo vehicles.  The thermally activated pressure relief device (TPRD) may break and cause a hydrogen gas leak, which can result in a fire while parked.",A vehicle fire increases the risk of injury.,"Owners are advised to park outside and away from structures until the recall remedy is completed.  Dealers will replace the TPRD, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed November 8, 2024.  Final owner notification letters will be mailed in phases, beginning January 6, 2025.  Owners may contact Hyundai Customer Service at 800-633-5151.  Hyundai's number for this recall is 269.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2021,HYUNDAI,NEXO,HYUNDAI,NEXO,2021,2024-10-11
Hyundai Motor America,24V761000,False,True,False,,11/10/2024,"FUEL SYSTEM, OTHER:STORAGE:TANK ASSEMBLY:PRESSURE RELIEF DEVICES","Hyundai Motor America (Hyundai) is recalling certain 2019-2024 Nexo vehicles.  The thermally activated pressure relief device (TPRD) may break and cause a hydrogen gas leak, which can result in a fire while parked.",A vehicle fire increases the risk of injury.,"Owners are advised to park outside and away from structures until the recall remedy is completed.  Dealers will replace the TPRD, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed November 8, 2024.  Final owner notification letters will be mailed in phases, beginning January 6, 2025.  Owners may contact Hyundai Customer Service at 800-633-5151.  Hyundai's number for this recall is 269.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2022,HYUNDAI,NEXO,HYUNDAI,NEXO,2022,2024-10-11
Hyundai Motor America,24V761000,False,True,False,,11/10/2024,"FUEL SYSTEM, OTHER:STORAGE:TANK ASSEMBLY:PRESSURE RELIEF DEVICES","Hyundai Motor America (Hyundai) is recalling certain 2019-2024 Nexo vehicles.  The thermally activated pressure relief device (TPRD) may break and cause a hydrogen gas leak, which can result in a fire while parked.",A vehicle fire increases the risk of injury.,"Owners are advised to park outside and away from structures until the recall remedy is completed.  Dealers will replace the TPRD, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed November 8, 2024.  Final owner notification letters will be mailed in phases, beginning January 6, 2025.  Owners may contact Hyundai Customer Service at 800-633-5151.  Hyundai's number for this recall is 269.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2023,HYUNDAI,NEXO,HYUNDAI,NEXO,2023,2024-10-11
Hyundai Motor America,24V761000,False,True,False,,11/10/2024,"FUEL SYSTEM, OTHER:STORAGE:TANK ASSEMBLY:PRESSURE RELIEF DEVICES","Hyundai Motor America (Hyundai) is recalling certain 2019-2024 Nexo vehicles.  The thermally activated pressure relief device (TPRD) may break and cause a hydrogen gas leak, which can result in a fire while parked.",A vehicle fire increases the risk of injury.,"Owners are advised to park outside and away from structures until the recall remedy is completed.  Dealers will replace the TPRD, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed November 8, 2024.  Final owner notification letters will be mailed in phases, beginning January 6, 2025.  Owners may contact Hyundai Customer Service at 800-633-5151.  Hyundai's number for this recall is 269.",Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153) or go to nhtsa.gov.,2024,HYUNDAI,NEXO,HYUNDAI,NEXO,2024,2024-10-11
Hyundai Motor America,21V619000,False,False,False,,06/08/2021,LATCHES/LOCKS/LINKAGES:TRUNK LID:LATCH,"Hyundai Motor America (Hyundai) is recalling certain 2017-2018 Sonata, 2016-2018 Sonata Hybrid, 2018-2020 Accent, and 2016-2017 Azera vehicles.  The trunk latch may become damaged, preventing the opening of the trunk from the inside.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 401, ""Internal Trunk Release.""","A person inside the trunk compartment may become trapped, increasing their risk of injury.","Dealers will replace the trunk latch base, free of charge.  Owner notification letters were mailed December 4, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 208.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2020,2021-08-06
Hyundai Motor America,22V069000,False,False,False,,09/02/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Accent vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 24, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 219.  This recall is an expansion of NHTSA recall number 21V-796.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2020,2022-02-09
Hyundai Motor America,22V218000,False,False,False,,01/04/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Elantra and 2020 Accent vehicles.  In the event of a crash, the front driver and passenger-side seat belt pretensioners may explode upon deployment.","Exploding seat belt pretensioners can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Interim notification letters, notifying owners of the safety risk, were mailed on May 31, 2022. A second notice will be sent once remedy parts become available.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 223.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2020,2022-04-01
Hyundai Motor America,22V354000,False,False,False,,19/05/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2020,2022-05-19
Hyundai Motor America,21V937000,False,False,False,,02/12/2021,"SERVICE BRAKES, HYDRAULIC:FOUNDATION COMPONENTS:MASTER CYLINDER","Hyundai Motor America (Hyundai) is recalling certain 2021 Accent vehicles.  The brake master cylinder may have been manufactured with sharp edges that can damage the inner oil seal, resulting in reduced braking performance.","Reduced braking performance can cause longer brake pedal travel or extend the distance required to stop the vehicle, increasing the risk of a crash.","Dealers will replace the brake master cylinder, free of charge.  Owner notification letters were mailed February 10, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 213.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2021,2021-12-02
Hyundai Motor America,22V069000,False,False,False,,09/02/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2021 Accent vehicles.  In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioner(s) may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, striking vehicle occupants and resulting in injury.","Dealers will replace the seat belt pretensioners, free of charge.  Owner notification letters were mailed February 24, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 219.  This recall is an expansion of NHTSA recall number 21V-796.  This recall is replaced by NHTSA recall number 22V-354.  Vehicles already repaired under this recall will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2021,2022-02-09
Hyundai Motor America,22V311000,False,False,False,,06/05/2022,STEERING:COLUMN,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Accent vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will inspect and tighten the lower steering column u-joint retention bolt, as necessary, free of charge.  Owner notification letters were mailed July 5, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 226.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2021,2022-05-06
Hyundai Motor America,22V354000,False,False,False,,19/05/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2021,2022-05-19
Hyundai Motor America,22V311000,False,False,False,,06/05/2022,STEERING:COLUMN,"Hyundai Motor America (Hyundai) is recalling certain 2021-2022 Accent vehicles.  A bolt in the steering column may not be secured properly, which can cause the steering column to detach from the steering rack and result in a loss of steering control.",Loss of steering control can increase the risk of a crash.,"Dealers will inspect and tighten the lower steering column u-joint retention bolt, as necessary, free of charge.  Owner notification letters were mailed July 5, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 226.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2022,2022-05-06
Hyundai Motor America,22V354000,False,False,False,,19/05/2022,SEAT BELTS:FRONT,"Hyundai Motor America (Hyundai) is recalling certain 2020-2022 Accent, 2021-2022 Elantra, and 2021-2022 Elantra HEV vehicles.   In the event of a crash, the front driver-side and/or passenger-side seat belt pretensioners may explode upon deployment.","An exploding seat belt pretensioner can project metal fragments into the vehicle, strike vehicle occupants, and result in injury.","Dealers will secure the seat belt pretensioner(s) with a cap, free of charge.  Owner notification letters were mailed August 28, 2022.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 229.  This recall expands and replaces NHTSA recall numbers 21V-796, 22V-069, 22V-218, and 22V-123 for Accent, Elantra, and Elantra HEV vehicles.  All Accent, Elantra, and Elantra HEV vehicles already repaired under the previous recalls will need to have the new remedy completed.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,HYUNDAI,ACCENT,HYUNDAI,ACCENT,2022,2022-05-19
Hyundai Motor America,21V127000,False,True,False,,01/03/2021,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Kona Electric and 2020 Ioniq Electric vehicles.  The lithium-ion (Li-ion) battery may short-circuit.,An electrical short in the Li-ion battery increases the risk of a fire.,"Owners are advised to park their vehicles outside and away from structures until the interim action is complete.  Hyundai will notify owners, and as an interim action, owners have the option to follow provided instructions to perform a battery update through the vehicle's infotainment system or request a Hyundai dealer to provide the update.  Once parts are available, dealers will inspect the Battery System Assembly (BSA), and replace it if necessary.  Repairs will be performed free of charge.  Owners were notified of the safety risk, and the interim action, with a letter mailed April 9, 2021.  Final owner notification letters were mailed June 17, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 200.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,KONA ELECTRIC,HYUNDAI,KONA ELECTRIC,2020,2021-03-01
Hyundai Motor America,20V630000,False,True,False,,13/10/2020,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY:MANAGEMENT SYSTEM/ENERGY CONTROL MODULE (BMS/BECM):SOFTWARE,Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Kona Electric vehicles.  The lithium-ion (Li-ion) battery may short-circuit.,An electrical short in the Li-ion battery increases the risk of a fire.,"Hyundai will notify owners, and dealers will update the Battery Management System (BMS) software and inspect the Li-ion battery, replacing it if necessary, free of charge.  Owners are advised to park their vehicles outside and away from structures until the repair is complete.  The recall began November 13, 2020.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 196.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,KONA ELECTRIC,HYUNDAI,KONA ELECTRIC,2020,2020-10-13
Hyundai Motor America,20V748000,False,False,False,,01/12/2020,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE","Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Nexo Fuel Cell and 2019-2021 Kona Electric vehicles.  The Integrated Electronic Brake (IEB) system may detect an abnormal sensor signal and as a result, may significantly reduce braking performance.","Reduced braking power could lengthen the distance required to stop the vehicle, increasing the risk of a crash.","Hyundai will notify owners, and dealers will update the IEB software, free of charge.  The recall began January 25, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 199.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,KONA ELECTRIC,HYUNDAI,KONA ELECTRIC,2020,2020-12-01
Hyundai Motor America,20V748000,False,False,False,,01/12/2020,"SERVICE BRAKES, HYDRAULIC:POWER ASSIST:ELECTRIC:CONTROL MODULE:SOFTWARE","Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Nexo Fuel Cell and 2019-2021 Kona Electric vehicles.  The Integrated Electronic Brake (IEB) system may detect an abnormal sensor signal and as a result, may significantly reduce braking performance.","Reduced braking power could lengthen the distance required to stop the vehicle, increasing the risk of a crash.","Hyundai will notify owners, and dealers will update the IEB software, free of charge.  The recall began January 25, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 199.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,HYUNDAI,KONA ELECTRIC,HYUNDAI,KONA ELECTRIC,2021,2020-12-01
Hyundai Motor America,22V941000,False,False,False,,16/12/2022,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY:THERMAL MANAGEMENT:FLUID/COOLANT,Hyundai Motor America (Hyundai) is recalling certain 2021 Kona EV vehicles.  The Electric Power Control Unit (EPCU) may have been improperly sealed and may leak coolant internally.,"Coolant contacting the EPCU circuit board may cause a loss of drive power, increasing the risk of a crash.","Dealers will inspect and replace the EPCU, as necessary, free of charge.  Owner notification letters were mailed March 22, 2023.  A second notice will be sent once the final remedy is available.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 239.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,HYUNDAI,KONA ELECTRIC,HYUNDAI,KONA ELECTRIC,2021,2022-12-16
Hyundai Motor America,21V301000,False,False,False,,28/04/2021,ENGINE,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,HYUNDAI,VELOSTER,HYUNDAI,VELOSTER,2020,2021-04-28
Hyundai Motor America,21V301000,False,False,False,,28/04/2021,ENGINE,"Hyundai Motor America (Hyundai) is recalling certain 2019-2020 Elantra, 2019-2021 Kona and Veloster vehicles equipped with 2.0L Nu MPI engines.  The piston oil rings may not have been properly heat-treated, which could result in engine damage.","A damaged engine may stall, increasing the risk of a crash.  In addition, oil may leak onto hot exhaust components, increasing the risk of a fire.","Dealers will inspect and, if necessary, replace the engine, free of charge.  In addition, Hyundai will deploy Piston Ring Noise Sensing System (PNSS) software.  Owner notification letters were mailed August 24, 2021.  Owners may contact Hyundai customer service at 1-855-371-9460.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,HYUNDAI,VELOSTER,HYUNDAI,VELOSTER,2021,2021-04-28
Kia Motors America,21V137000,False,True,False,,04/03/2021,"SERVICE BRAKES, HYDRAULIC:ANTILOCK/TRACTION CONTROL/ELECTRONIC LIMITED SLIP:CONTROL UNIT/MODULE","Kia Motors America (Kia) is recalling certain 2017-2021 Sportage and Cadenza vehicles.  The electrical circuit in the Hydraulic Electronic Control Unit (HECU) may short-circuit, which can cause a fire in the engine compartment.",An engine compartment fire can increase the risk of injury.,"Owners are advised to park outside and away from structures as a precaution until the recall repair is complete.  Kia will notify owners, and dealers will replace certain fuses in the electrical junction box.  Vehicles equipped with an electronic parking brake (EPB) will also receive a HECU software update.  Repairs will be performed free of charge.  The recall began on April 30, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC206.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2020,KIA,SPORTAGE,KIA,SPORTAGE,2020,2021-03-04
"Kia America, Inc.",22V703000,False,True,False,,19/09/2022,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2020,KIA,SPORTAGE,KIA,SPORTAGE,2020,2022-09-19
Kia Motors America,21V137000,False,True,False,,04/03/2021,"SERVICE BRAKES, HYDRAULIC:ANTILOCK/TRACTION CONTROL/ELECTRONIC LIMITED SLIP:CONTROL UNIT/MODULE","Kia Motors America (Kia) is recalling certain 2017-2021 Sportage and Cadenza vehicles.  The electrical circuit in the Hydraulic Electronic Control Unit (HECU) may short-circuit, which can cause a fire in the engine compartment.",An engine compartment fire can increase the risk of injury.,"Owners are advised to park outside and away from structures as a precaution until the recall repair is complete.  Kia will notify owners, and dealers will replace certain fuses in the electrical junction box.  Vehicles equipped with an electronic parking brake (EPB) will also receive a HECU software update.  Repairs will be performed free of charge.  The recall began on April 30, 2021.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC206.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.safercar.gov.",2021,KIA,SPORTAGE,KIA,SPORTAGE,2021,2021-03-04
"Kia America, Inc.",22V703000,False,True,False,,19/09/2022,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2021,KIA,SPORTAGE,KIA,SPORTAGE,2021,2022-09-19
"Kia America, Inc.",22V703000,False,True,False,,19/09/2022,TRAILER HITCHES,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",A fire while parked or driving can increase the risk of injury.,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.","Owners may also contact the National Highway Traffic Safety Administration Vehicle Safety Hotline at 1-888-327-4236 (TTY 1-800-424-9153), or go to www.nhtsa.gov.",2022,KIA,SPORTAGE,KIA,SPORTAGE,2022,2022-09-19
